alimento,grupo,equivalencia_casera,kcal_por_100g
Pasta tornillo cocida,Cereales S/G,1 taza = 45 g,380
Pastel ángel,Cereales S/G,1 rebanada = 28 g,261
Peneques,Cereales S/G,1 pieza = 13 g,223
Pinole,Cereales S/G,1 gramos = 1 g,387
Populares,Cereales S/G,1 pieza = 8 g,365
Pretzels,Cereales S/G,1 pieza = 3 g,383
Puré de camote,Cereales S/G,1 taza = 240 g,100
Puré de camote con naranja,Cereales S/G,1 taza = 200 g,154
Puré de papa hojuelas,Cereales S/G,1 taza = 61 g,350
Quaker Instant 0% Azúcar,Cereales S/G,1 sobre = 16 g,750
Quinoa cruda,Cereales S/G,1 gramos = 1 g,370
Quinoa inflada,Cereales S/G,1 taza = 34 g,353
Raíz de chayote,Cereales S/G,1 gramos = 1 g,79
Sagú,Cereales S/G,1 gramos = 1 g,159
Saladitas,Cereales S/G,1 pieza = 3 g,425
Saladitas integrales,Cereales S/G,1 pieza = 2 g,389
Salvado de avena,Cereales S/G,1 cucharada = 9 g,230
Salvado de maíz,Cereales S/G,1 cucharada = 5 g,221
Salvado de trigo,Cereales S/G,1 cucharada = 4 g,213
Semola de maíz preparada,Cereales S/G,1 taza = 242 g,60
Semolina,Cereales S/G,1 gramos = 1 g,360
Sopa Instantánea Ramen sin preparar,Cereales S/G,1 gramos = 1 g,134
Sorgo,Cereales S/G,1 cucharada = 12 g,339
Tallarines estilo japónes,Cereales S/G,1 taza = 40 g,345
Tallarín cocido,Cereales S/G,1 taza = 48 g,375
Tallarín crudo,Cereales S/G,1 gramos = 1 g,370
Tapioca,Cereales S/G,1 cucharada = 10 g,342
Telera,Cereales S/G,1 pieza = 70 g,270
Tortilla,Cereales S/G,1 pieza = 30 g,213
Tortilla burrera,Cereales S/G,1 pieza = 30 g,253
Tortilla de maíz,Cereales S/G,1 pieza = 30 g,213
Tortilla de maíz amarillo,Cereales S/G,1 pieza = 32 g,212
Tortilla de maíz azul o negro,Cereales S/G,1 pieza = 32 g,219
Tortilla de maíz blanco,Cereales S/G,1 pieza = 30 g,223
Tortilla de maíz y soya,Cereales S/G,1 pieza = 33 g,227
Tortilla de maíz y trigo,Cereales S/G,1 pieza = 32 g,228
Tortilla de nopal,Cereales S/G,1 pieza = 23 g,87
Tostada de maíz horneada,Cereales S/G,1 pieza = 10 g,365
Tostada de nopal horneada,Cereales S/G,1 pieza = 10 g,335
Trigo,Cereales S/G,1 cucharada = 14 g,338
Trigo cocido,Cereales S/G,1 cucharada = 14 g,333
Trigo entero,Cereales S/G,1 cucharada = 10 g,332
Trigo negro,Cereales S/G,1 gramos = 1 g,345
Trigo triturado,Cereales S/G,1 cucharada = 13 g,330
Uchepos,Cereales S/G,1 pieza = 176 g,168
Wonton,Cereales S/G,1 gramos = 1 g,292
Yuca,Cereales S/G,1 pieza = 240 g,120
Yuquilla,Cereales S/G,1 gramos = 1 g,53
pan de 5 granos,Cereales S/G,1 rebanada = 25 g,248
Ñame,Cereales S/G,1 gramos = 1 g,77
Acaí,Frutas,1 cucharada = 6 g,308
Agua de coco,Frutas,1 taza = 240 g,18
Albaricoque en almíbar,Frutas,1 taza = 260 g,83
Albaricoque en mitades enlatados en agua,Frutas,1 taza = 227 g,27
Albaricoque en mitades enlatados en jugo,Frutas,1 taza = 24 g,492
Anona,Frutas,1 gramos = 0 g,100
Arándano fresco,Frutas,1 taza = 98 g,46
Arándano seco con azúcar,Frutas,1 taza = 10 g,1020
Blueberries,Frutas,1 taza = 143 g,57
Blueberries congeladas,Frutas,1 taza = 155 g,51
Blueberries congeladas con azúcar,Frutas,1 taza = 232 g,81
Blueberries en almíbar,Frutas,1 taza = 256 g,88
Breba,Frutas,1 pieza = 38 g,33
Caimito blanco o morado,Frutas,1 pieza = 130 g,52
Calabaza melón,Frutas,1 gramos = 1 g,59
Capulín,Frutas,1 taza = 32 g,66
Carambolo o carambola,Frutas,1 pieza = 342 g,31
Caña de azúcar,Frutas,1 gramos = 0 g,64
Cereza,Frutas,1 pieza = 4 g,64
Cereza congeladas,Frutas,1 taza = 155 g,46
Cerezas Maraschino enlatadas,Frutas,1 pieza = 5 g,320
Cerezas en almíbar,Frutas,1 taza = 256 g,91
Chabacano,Frutas,1 pieza = 32 g,48
Chagua,Frutas,1 gramos = 1 g,76
Cherimoya picada,Frutas,1 taza = 156 g,74
Chicozapote,Frutas,1 pieza = 150 g,83
Chirimoya,Frutas,1 pieza = 170 g,95
Ciricote,Frutas,1 gramos = 0 g,66
Ciruela Criolla roja o amarilla,Frutas,1 pieza = 53 g,46
Ciruela negra,Frutas,1 pieza = 132 g,76
Ciruela pasa deshuesada,Frutas,1 pieza = 8 g,107
Cocktail de frutas en almíbar,Frutas,1 taza = 248 g,71
Cocktail de frutas enlatado con agua,Frutas,1 taza = 238 g,32
Cocktail de frutas enlatado con jugo de fruta,Frutas,1 taza = 89610 g,0
Cocoyol,Frutas,1 gramos = 0 g,172
Coloc,Frutas,1 gramos = 1 g,102
Cundeamor,Frutas,1 gramos = 1 g,7
Durazno Prisco,Frutas,1 pieza = 44 g,39
Durazno amarillo,Frutas,1 pieza = 76 g,39
Durazno con azúcar congelado,Frutas,1 taza = 252 g,94
Durazno en almíbar,Frutas,1 taza = 252 g,54
Durazno enlatado en agua,Frutas,1 taza = 244 g,24
Durazno enlatado en jugo,Frutas,1 taza = 250 g,44
Dátil seco,Frutas,1 pieza = 8 g,271
Frambuesa,Frutas,1 taza = 123 g,52
Fresa entera,Frutas,1 pieza = 12 g,32
Fresa rebanada,Frutas,1 taza = 166 g,32
Fresas congeladas con azúcar,Frutas,1 taza = 256 g,78
Fresas congeladas sin azúcar,Frutas,1 taza = 222 g,35
Fruta de la pasión,Frutas,1 pieza = 19 g,97
Fruta picada,Frutas,1 taza = 140 g,42
Fruto del pan,Frutas,1 gramos = 1 g,81
Gajos de mandarina,Frutas,1 taza = 105 g,53
Gajos de naranja,Frutas,1 taza = 150 g,47
Gajos de toronja,Frutas,1 taza = 150 g,33
Giotilla,Frutas,1 gramos = 1 g,51
Goji berries deshidratadas,Frutas,1 cucharada = 6 g,356
Granada China,Frutas,1 pieza = 34 g,97
Granada roja,Frutas,1 pieza = 87 g,51
Grosellas,Frutas,1 taza = 150 g,44
Grosellas en almíbar,Frutas,1 taza = 252 g,73
Grosellas negras,Frutas,1 taza = 112 g,63
Grosellas rojas o blancas,Frutas,1 taza = 112 g,56
Guamuchil,Frutas,1 gramos = 1 g,78
Guanábana,Frutas,1 pieza = 238 g,38
Guanábana Cimarrona,Frutas,1 pieza = 238 g,38
Guayaba,Frutas,1 pieza = 41 g,51
Guayaba rosa,Frutas,1 pieza = 77 g,68
Guayabas en almíbar,Frutas,1 pieza = 45 g,89
Higo,Frutas,1 pieza = 36 g,74
Higo deshidratado,Frutas,1 pieza = 19 g,247
Ivas enlatadas en agua,Frutas,1 taza = 246 g,40
Jinicuil,Frutas,1 gramos = 0 g,146
Jugo de arándano natural sin azúcar añadida,Frutas,1 taza = 246 g,46
Jugo de fresa natural,Frutas,1 taza = 51 g,38
Jugo de guayaba natural,Frutas,1 taza = 279 g,63
Jugo de limón,Frutas,1 taza = 240 g,25
Jugo de mamey,Frutas,1 taza = 242 g,65
Jugo de mandarina natural,Frutas,1 taza = 240 g,38
Jugo de mango,Frutas,1 taza = 240 g,51
Jugo de manzana natural sin azúcar,Frutas,1 taza = 258 g,46
Jugo de naranja natural,Frutas,1 taza = 240 g,45
Jugo de papaya,Frutas,1 taza = 239 g,57
Jugo de piña natural,Frutas,1 taza = 266 g,53
Jugo de toronja natural,Frutas,1 taza = 240 g,39
Kiwi,Frutas,1 pieza = 76 g,61
Lichis,Frutas,1 pieza = 8 g,66
Lima,Frutas,1 pieza = 49 g,30
Limón real,Frutas,1 pieza = 38 g,20
Mamey,Frutas,1 pieza = 258 g,68
Mandarina,Frutas,1 pieza = 64 g,53
Mandarina Reyna,Frutas,1 pieza = 142 g,53
Mango Ataúlfo,Frutas,1 pieza = 124 g,65
Mango Criollo,Frutas,1 pieza = 108 g,35
Mango Manila,Frutas,1 pieza = 145 g,43
Mango Petacón,Frutas,1 pieza = 220 g,65
Mango en almíbar enlatado,Frutas,1 pieza = 61 g,92
Mango enchilado,Frutas,1 gramos = 1 g,400
Mango picado,Frutas,1 taza = 165 g,35
Mangosteno enlatado en jarabe,Frutas,1 taza = 196 g,73
Manzana,Frutas,1 pieza = 106 g,52
Manzana Golden,Frutas,1 pieza = 100 g,65
Manzana Granny,Frutas,1 pieza = 142 g,59
Manzana Washington,Frutas,1 pieza = 142 g,59
Manzana al vapor,Frutas,1 taza = 172 g,51
Manzana amarilla,Frutas,1 pieza = 100 g,65
Manzana cocida,Frutas,1 taza = 172 g,51
Manzana deshidratada,Frutas,1 orejones = 3 g,239
Manzana en almíbar,Frutas,1 pieza = 24 g,225
Manzana en almíbar enlatada,Frutas,1 pieza = 24 g,225
Manzana picada,Frutas,1 taza = 150 g,59
Manzana roja,Frutas,1 pieza = 142 g,59
Manzana sin cáscara,Frutas,1 pieza = 128 g,57
Manzana verde,Frutas,1 pieza = 142 g,59
Maracuyá,Frutas,1 pieza = 18 g,96
Maracuyá rebanado,Frutas,1 taza = 138 g,96
Marañón fresco,Frutas,1 gramos = 1 g,36
Melón,Frutas,1 pieza = 542 g,34
Melón Cantaloupe,Frutas,1 pieza = 542 g,34
Melón Chino,Frutas,1 pieza = 576 g,36
Melón Valenciano,Frutas,1 pieza = 542 g,34
Melón Valenciano picado,Frutas,1 taza = 160 g,34
Melón picado,Frutas,1 taza = 160 g,34
Melón verde picado,Frutas,1 taza = 160 g,36
Membrillo,Frutas,1 pieza = 98 g,57
Mnago deshidratado,Frutas,1 gramos = 1 g,321
Moras,Frutas,1 taza = 144 g,62
Nanche agrio,Frutas,1 pieza = 3 g,54
Naranja,Frutas,1 pieza = 76 g,46
Naranja Cajera,Frutas,1 pieza = 70 g,50
Naranja China,Frutas,1 pieza = 32 g,37
Naranja Valenciana,Frutas,1 pieza = 81 g,49
Naranja agria,Frutas,1 pieza = 63 g,58
Naranja sin semilla,Frutas,1 pieza = 155 g,46
Naranjada concentrada,Frutas,1 taza = 260 g,44
Nectarina,Frutas,1 pieza = 124 g,44
Níspero,Frutas,1 pieza = 6 g,42
Níspero del Japón,Frutas,1 pieza = 54 g,48
Orejones de chabacano,Frutas,1 pieza = 4 g,236
Orejones de durazno,Frutas,1 pieza = 13 g,238
Orejones de manzana,Frutas,1 pieza = 3 g,239
Orejones de pera,Frutas,1 pieza = 18 g,261
Papaya Hawaiana,Frutas,1 pieza = 228 g,39
Papaya picada,Frutas,1 taza = 140 g,39
Papilla de chabacano con tapioca,Frutas,1 frasco = 131 g,62
Papilla de ciruela pasa con tapioca,Frutas,1 frasco = 131 g,69
Papilla de durazno,Frutas,1 frasco = 131 g,64
Papilla de frutas mixtas,Frutas,1 frasco = 131 g,60
Papilla de guayaba y papaya con tapioca,Frutas,1 frasco = 131 g,62
Papilla de mango con tapioca,Frutas,1 frasco = 129 g,69
Papilla de manzana,Frutas,1 frasco = 129 g,72
Papilla de manzana y chabacano,Frutas,1 frasco = 130 g,47
Papilla de pera,Frutas,1 frasco = 131 g,57
Papilla de pera y piña,Frutas,1 frasco = 130 g,44
Papilla de plátano y piña con tapioca,Frutas,1 frasco = 131 g,67
Pasas,Frutas,1 pieza = 2 g,295
Pasitas,Frutas,1 pieza = 2 g,295
Pasitas sin semilla,Frutas,1 pieza = 2 g,300
Pera,Frutas,1 pieza = 162 g,58
Pera Asiática,Frutas,1 pieza = 234 g,42
Pera Bartlett,Frutas,1 pieza = 154 g,58
Pera D'anjou,Frutas,1 pieza = 162 g,58
Pera Mantequilla,Frutas,1 pieza = 140 g,59
Pera Piña,Frutas,1 pieza = 160 g,57
Pera de San Juan,Frutas,1 pieza = 52 g,58
Pera deshidratada,Frutas,1 orejones = 18 g,256
Pera en agua,Frutas,1 pieza = 148 g,58
Pera en almíbar,Frutas,1 pieza = 152 g,58
Pera picada,Frutas,1 taza = 150 g,42
Pera rebanada,Frutas,1 taza = 148 g,42
Pera roja,Frutas,1 pieza = 162 g,58
Pera roja rebanada,Frutas,1 taza = 160 g,57
Peroón picado,Frutas,1 taza = 125 g,62
Perón,Frutas,1 pieza = 105 g,62
Pitahaya,Frutas,1 pieza = 54 g,48
Piña deshidratada enchilada,Frutas,1 gramos = 1 g,353
Piña el almíbar,Frutas,1 taza = 191 g,84
Piña en almíbar,Frutas,1 rebanada = 50 g,84
Piña picada,Frutas,1 taza = 165 g,50
Piña rebanada,Frutas,1 rebanada = 84 g,50
Plátano,Frutas,1 pieza = 108 g,89
Plátano Dominico,Frutas,1 pieza = 19 g,95
Plátano Macho,Frutas,1 pieza = 196 g,194
Plátano Macho rebanado,Frutas,1 taza = 155 g,194
Plátano Manzano,Frutas,1 pieza = 98 g,96
Plátano deshidratado,Frutas,1 taza = 80 g,345
Plátano machacado,Frutas,1 taza = 224 g,89
Plátano morado,Frutas,1 pieza = 98 g,84
Pomarosa,Frutas,1 gramos = 1 g,63
Pomelo,Frutas,1 gramos = 1 g,38
Prisco,Frutas,1 pieza = 44 g,38
Pulpa de fresa,Frutas,1 cucharada = 12 g,176
Pulpa de guanábana,Frutas,1 cucharada = 12 g,180
Pulpa de mamey,Frutas,1 cucharada = 12 g,69
Pulpa de tamarindo,Frutas,1 cucharada = 12 g,57
Pulpa de zapote negro,Frutas,1 taza = 210 g,56
Puré de Guayaba Gerber 2A Etapa,Frutas,1 frasco = 130 g,75
Puré de ciruela pasa,Frutas,1 cucharada = 14 g,124
Puré de guayaba,Frutas,1 frasco = 130 g,75
Puré de manzana,Frutas,1 cucharada = 14 g,76
Puré de manzana sin azúcar,Frutas,1 taza = 244 g,43
Puré de plátano,Frutas,1 taza = 224 g,89
Pérsimo,Frutas,1 pieza = 25 g,128
Pérsimo Japonés,Frutas,1 pieza = 168 g,70
Rambután,Frutas,1 pieza = 13 g,62
Rambután en almíbar,Frutas,1 taza = 216 g,81
Rollo de frutas,Frutas,1 pieza = 21 g,371
Salsa de arándano en gelatina enlatada,Frutas,1 rebanada = 58 g,148
Sandía picada,Frutas,1 taza = 160 g,30
Sandía rebanada,Frutas,1 rebanada = 200 g,30
Saramuyo,Frutas,1 gramos = 1 g,74
Semilla de jinicuil,Frutas,1 gramos = 0 g,145
Tamarindo,Frutas,1 gramos = 0 g,240
Tamarindo (pulpa sin azúcar),Frutas,1 cucharada = 12 g,57
Tamarindo pelado,Frutas,1 taza = 120 g,240
Tangerina,Frutas,1 pieza = 64 g,44
Tejocote,Frutas,1 pieza = 30 g,87
Toronja,Frutas,1 pieza = 162 g,33
Toronja en gajos,Frutas,1 taza = 150 g,33
Toronja enlatada con jugo,Frutas,1 taza = 250 g,37
Toronjas en almíbar,Frutas,1 taza = 254 g,60
Tuna,Frutas,1 pieza = 69 g,41
Tuna Cardona,Frutas,1 pieza = 69 g,41
Tuna picada,Frutas,1 taza = 150 g,41
Tuna roja,Frutas,1 pieza = 69 g,41
Uva,Frutas,1 pieza = 5 g,71
Uva blanca,Frutas,1 taza = 87 g,68
Uva con semilla,Frutas,1 taza = 114 g,67
Uva roja,Frutas,1 taza = 114 g,67
Uva sin semilla,Frutas,1 taza = 87 g,63
Uva verde,Frutas,1 taza = 87 g,63
Uva verde sin semilla,Frutas,1 taza = 87 g,63
Xocoyol,Frutas,1 gramos = 0 g,25
Zapote,Frutas,1 pieza = 204 g,133
Zapote amarillo,Frutas,1 pieza = 188 g,79
Zapote blanco,Frutas,1 pieza = 230 g,70
Zapote borracho,Frutas,1 pieza = 180 g,140
Zapote negro,Frutas,1 pieza = 186 g,56
Zapote negro limpio,Frutas,1 taza = 230 g,56
Zarzamora,Frutas,1 taza = 144 g,52
Zarzamora congelada sin azúcar,Frutas,1 taza = 152 g,64
Zarzamora en almíbar,Frutas,1 taza = 256 g,92
Aderezo de yogurt,Grasas con proteínas,1 cucharada = 14 g,261
Aderezo de yogurt y pepino,Grasas con proteínas,1 cucharada = 14 g,132
Ajonjolí,Grasas con proteínas,1 cucharadita = 2 g,610
Ajonjolí acaramelado,Grasas con proteínas,1 cucharada = 3 g,546
Ajonjolí tostado,Grasas con proteínas,1 cucharada = 3 g,577
Almendra,Grasas con proteínas,1 pieza = 1 g,550
Almendra acaramelada,Grasas con proteínas,1 pieza = 2 g,600
Almendra ahumada,Grasas con proteínas,1 pieza = 1 g,592
Almendra deshidratada,Grasas con proteínas,1 pieza = 1 g,592
Almendra fileteada,Grasas con proteínas,1 cucharada = 6 g,600
Almendra picada,Grasas con proteínas,1 cucharadita = 2 g,620
Almendra tostada,Grasas con proteínas,1 cucharada = 1 g,592
Avellana,Grasas con proteínas,1 pieza = 1 g,554
Avellana picada,Grasas con proteínas,1 cucharadita = 2 g,592
Avellana salada,Grasas con proteínas,1 pieza = 1 g,655
Avellana tostada,Grasas con proteínas,1 pieza = 1 g,682
Bebida vegetal Siik Almendra sin azúcar Sin endulzar sabor Monk Fruit,Grasas con proteínas,1 taza = 240 g,11
Bebida vegetal Silk Alemndra sin azúcar y sin endulzar,Grasas con proteínas,1 taza = 240 g,11
Bebida vegetal Silk Almendra sin azúcar sin endulzar con proteína,Grasas con proteínas,1 taza = 240 g,39
Bebida vegetal Silk Coco sin azúcar y sin endulzar,Grasas con proteínas,1 taza = 240 g,18
Cacahuate,Grasas con proteínas,1 pieza = 1 g,608
Cacahuate Japonés,Grasas con proteínas,1 pieza = 1 g,486
Cacahuate acaramelado,Grasas con proteínas,1 cucharadita = 3 g,536
Cacahuate con cáscara,Grasas con proteínas,1 gramos = 1 g,583
Cacahuate con pepitas,Grasas con proteínas,1 gramos = 1 g,625
Cacahuate con piel,Grasas con proteínas,1 pieza = 1 g,514
Cacahuate enchilado,Grasas con proteínas,1 pieza = 1 g,558
Cacahuate picado,Grasas con proteínas,1 cucharadita = 2 g,617
Cacahuate salado,Grasas con proteínas,1 pieza = 1 g,592
Cacahuate tostado,Grasas con proteínas,1 pieza = 1 g,575
Cacahuates confitados,Grasas con proteínas,1 bolsa = 56 g,514
Cacahuates cubiertos con salsa y limón,Grasas con proteínas,1 cucharada = 6 g,554
Castaña,Grasas con proteínas,1 pieza = 11 g,365
Castaña asada,Grasas con proteínas,1 gramos = 1 g,243
Castaña con cáscara,Grasas con proteínas,1 pieza = 9 g,372
Chilorio,Grasas con proteínas,1 gramos = 1 g,213
Chilorio de pavo,Grasas con proteínas,1 gramos = 1 g,213
Chistorra,Grasas con proteínas,1 gramos = 1 g,487
Chorizo,Grasas con proteínas,1 gramos = 1 g,427
Chorizo de pavo,Grasas con proteínas,1 gramos = 1 g,295
Chorizo de pollo,Grasas con proteínas,1 gramos = 1 g,206
Chorizo vegetariano,Grasas con proteínas,1 gramos = 1 g,467
Chía,Grasas con proteínas,1 cucharada = 2 g,575
Corozo,Grasas con proteínas,1 gramos = 1 g,655
Crema de almendras,Grasas con proteínas,1 cucharada = 12 g,617
Crema de nuez de la India,Grasas con proteínas,1 cucharada = 12 g,583
"Falafel, hecho en casa",Grasas con proteínas,1 gramos = 1 g,335
Harina de ajonjolí,Grasas con proteínas,1 gramos = 1 g,531
Harina de ajonjolí baja en grasa,Grasas con proteínas,1 gramos = 1 g,335
Harina de almendras,Grasas con proteínas,1 gramos = 1 g,600
Harina de cacahuate,Grasas con proteínas,1 gramos = 1 g,433
Harina de cacahuate desgrasada,Grasas con proteínas,1 gramos = 1 g,330
Hummus de garbanzo,Grasas con proteínas,1 gramos = 1 g,335
KKwate Sabritas Japonés,Grasas con proteínas,1 gramos = 1 g,493
KKwate Sabritas Salado,Grasas con proteínas,1 gramos = 1 g,600
Mantequilla de cacahuate,Grasas con proteínas,1 cucharadita = 6 g,573
Mazapán sin azúcar,Grasas con proteínas,1 pieza = 25 g,264
Nueces mixtas,Grasas con proteínas,1 cucharada = 12 g,617
Nuez,Grasas con proteínas,1 pieza = 3 g,744
Nuez acaramelada,Grasas con proteínas,1 taza = 16 g,533
Nuez de Castilla,Grasas con proteínas,1 pieza = 3 g,744
Nuez de la India acaramelada,Grasas con proteínas,1 cucharada = 16 g,533
Nuez de la India con almendras,Grasas con proteínas,1 cucharada = 15 g,582
Nuez de la India con sal,Grasas con proteínas,1 pieza = 2 g,600
Nuez de la India sin sal en mitades,Grasas con proteínas,1 mitades = 1 g,600
Nuez de la India tostada sin sal,Grasas con proteínas,1 pieza = 2 g,562
Nuez de macadamia deshidratada,Grasas con proteínas,1 pieza = 2 g,730
Nuez deshidratada,Grasas con proteínas,1 pieza = 3 g,744
Nuez en mitades,Grasas con proteínas,1 mitades = 1 g,740
Nuez entera,Grasas con proteínas,1 pieza = 3 g,744
Nuez garapiñada,Grasas con proteínas,1 taza = 16 g,533
Nuez picada,Grasas con proteínas,1 gramos = 1 g,710
Nuez tostada,Grasas con proteínas,1 pieza = 3 g,744
Pasta de almendras,Grasas con proteínas,1 cucharadita = 3 g,477
Pasta de cacahuate,Grasas con proteínas,1 cucharada = 10 g,580
Pasta de cacahuate desgrasada,Grasas con proteínas,1 cucharada = 10 g,430
Paté,Grasas con proteínas,1 cucharadita = 4 g,314
Paté de Foie Gras,Grasas con proteínas,1 cucharada = 13 g,462
Paté de cerdo,Grasas con proteínas,1 cucharada = 13 g,469
Paté de ganso,Grasas con proteínas,1 cucharada = 13 g,469
Paté de hígado de cerdo,Grasas con proteínas,1 cucharada = 13 g,469
Paté de hígado de ternera,Grasas con proteínas,1 cucharada = 13 g,469
Paté de pollo,Grasas con proteínas,1 cucharadita = 4 g,203
Paté de ternera,Grasas con proteínas,1 cucharada = 13 g,469
Pepita limpia,Grasas con proteínas,1 cucharada = 10 g,527
Pepitas,Grasas con proteínas,1 pieza = 0 g,550
Pepitas con cáscara,Grasas con proteínas,1 cucharada = 6 g,538
Pepitas de calabaza,Grasas con proteínas,1 cucharada = 8 g,550
Pepitas de melón,Grasas con proteínas,1 cucharadita = 2 g,550
Pepitas tostadas,Grasas con proteínas,1 cucharada = 13 g,531
Pepperoni,Grasas con proteínas,1 rebanada = 4 g,480
Pistache,Grasas con proteínas,1 pieza = 1 g,562
Piñón,Grasas con proteínas,1 cucharada = 10 g,640
Queso de nuez de la India,Grasas con proteínas,1 gramos = 1 g,443
Queso de puerco,Grasas con proteínas,1 gramos = 1 g,375
Salsa Bearnesa industrializada,Grasas con proteínas,1 cucharadita = 4 g,359
Salsa Bechamel,Grasas con proteínas,1 cucharada = 15 g,147
Salsa blanca,Grasas con proteínas,1 cucharada = 15 g,147
Salsa de ajonjolí,Grasas con proteínas,1 cucharadita = 6 g,573
Salsa de cacahuate,Grasas con proteínas,1 cucharadita = 6 g,573
Salsa de pimienta verde,Grasas con proteínas,1 cucharada = 15 g,96
Salsa de queso,Grasas con proteínas,1 cucharada = 17 g,197
Salsa pesto,Grasas con proteínas,1 cucharadita = 6 g,275
Selección de botana mexicana,Grasas con proteínas,1 cucharada = 10 g,620
Semilla de calabaza,Grasas con proteínas,1 cucharada = 7 g,555
Semilla de calabaza menuda,Grasas con proteínas,1 cucharada = 8 g,433
Semilla de chía,Grasas con proteínas,1 cucharadita = 2 g,550
Semilla de girasol,Grasas con proteínas,1 cucharadita = 3 g,575
Semilla de girasol tostada,Grasas con proteínas,1 cucharadita = 3 g,592
Tocino de pavo,Grasas con proteínas,1 rebanada = 10 g,227
Tocino vegetariano,Grasas con proteínas,1 rebanada = 10 g,315
Vinagreta miel y mostaza,Grasas con proteínas,1 cucharadita = 8 g,408
Aceite,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite comestible,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de aguacate,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de ajonjolí,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de algodón,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de almendra,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de cacahuate,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de cacao,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de canola,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de coco,Grasas sin proteínas,1 cucharadita = 5 g,860
Aceite de cártamo,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de girasol,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de girasol 60% con ácido linoleico,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de girasol 70% con ácido oleico,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de hígado de bacalao,Grasas sin proteínas,1 cucharadita = 5 g,900
Aceite de maíz,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de oliva,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de oliva extra virgen,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de olivo,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de palma,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de soya,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite de soya y algodón,Grasas sin proteínas,1 cucharadita = 5 g,880
Aceite en spray,Grasas sin proteínas,1 disp.1s = 1 g,880
Aceituna negra sin hueso,Grasas sin proteínas,1 pieza = 5 g,184
Aceituna verde con hueso,Grasas sin proteínas,1 pieza = 4 g,184
Aceituna verde sin hueso,Grasas sin proteínas,1 pieza = 3 g,183
Aceitunas rellenas de anchoa,Grasas sin proteínas,1 pieza = 5 g,184
Aceitunas rellenas de pimiento,Grasas sin proteínas,1 pieza = 5 g,126
Aderezo,Grasas sin proteínas,1 cucharada = 16 g,100
Aderezo Blue Cheese,Grasas sin proteínas,1 cucharada = 16 g,475
Aderezo Mil Islas,Grasas sin proteínas,1 cucharada = 16 g,350
Aderezo Ranch,Grasas sin proteínas,1 cucharada = 16 g,550
Aderezo Roquefort,Grasas sin proteínas,1 cucharada = 16 g,475
Aderezo Ruso,Grasas sin proteínas,1 cucharada = 16 g,462
Aderezo con queso y,Grasas sin proteínas,1 cucharada = 16 g,412
Aderezo cremoso,Grasas sin proteínas,1 cucharada = 16 g,475
Aderezo de ciruela pasas,Grasas sin proteínas,1 cucharada = 16 g,488
Aderezo de hierbas finas,Grasas sin proteínas,1 cucharada = 16 g,388
Aderezo de mayonesa,Grasas sin proteínas,1 cucharada = 14 g,729
Aderezo de miel y mostaza,Grasas sin proteínas,1 cucharada = 16 g,450
Aderezo francés,Grasas sin proteínas,1 cucharada = 16 g,400
Aderezo ipo Blue,Grasas sin proteínas,1 cucharada = 16 g,475
Aderezo italiano,Grasas sin proteínas,1 cucharada = 16 g,438
Aderezo italiano bajo en calorías,Grasas sin proteínas,1 cucharada = 15 g,104
Aderezo italiano cremoso,Grasas sin proteínas,1 cucharada = 16 g,350
Aderezo italiano cremoso bajo en calorías,Grasas sin proteínas,1 cucharada = 15 g,67
Aderezo jalapeño,Grasas sin proteínas,1 cucharada = 16 g,412
Aderezo tipo César,Grasas sin proteínas,1 cucharada = 16 g,412
Aderezo tipo Mil Islas,Grasas sin proteínas,1 cucharada = 16 g,350
Aderezo tipo Ranch,Grasas sin proteínas,1 cucharada = 16 g,550
Aderezo tipo francés,Grasas sin proteínas,1 cucharada = 16 g,400
Aderezo vinagreta casera,Grasas sin proteínas,1 cucharadita = 5 g,450
Aderezo vinagreta comercial,Grasas sin proteínas,1 cucharadita = 5 g,205
Aguacate California,Grasas sin proteínas,1 pieza = 94 g,174
Aguacate Florida,Grasas sin proteínas,1 pieza = 164 g,111
Aguacate Hass,Grasas sin proteínas,1 pieza = 94 g,174
Aguacate de pellejo,Grasas sin proteínas,1 pieza = 24 g,122
Aguacate mediano,Grasas sin proteínas,1 pieza = 94 g,142
