id,grupo,alimento,cantidad,unidad,peso_bruto_g,peso_neto_g,kcal,prot_g,lip_g,hc_g,agsat_g,agmono_g,agpoli_g,colest_mg,azucar_g,fibra_g,vita_ug,ac_ascorbico_mg,ac_folico_ug,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,ig,cg
chicoria-cruda,Verduras,Chicoria cruda,3,taza,141,121,24,1.5,0.2,4.1,0.1,0,0.1,0,,1.1,124.3,8.5,172.2,63.1,1,380.8,26.7,34,0,,
chilacas-crudas,Verduras,Chilacas crudas,3,pieza,90,76,24,1.1,0.2,5.5,0,0,0.1,0,,0.7,6.8,134.6,17.4,30.2,3,257,5.3,,0,,
chilacayote-crudo,Verduras,Chilacayote crudo,1.5,pieza,150,135,19,1.6,0.3,3.6,0,0,0,0,,0.4,8.1,9.5,,23,0.8,,,,0,,
chile-ancho,Verduras,Chile ancho,6,gramos,6,6,20,0.7,0.6,3.8,0,0,0,0,0,0,123.7,4.6,,5.6,0.3,,0,,0,,
chile-chilaca,Verduras,Chile chilaca,2,pieza,60,50,20,0.8,0.2,3.7,0,0,0.1,0,,0.5,48.9,89.7,11.6,20.2,2,171.4,3.5,,0,,
chile-chipotle-seco,Verduras,Chile chipotle seco,2,pieza,10,8,29,1.2,0.5,4.8,0,0,0,0,,0.6,19.3,0,,21.4,0.5,,,,0,,
chile-costeno,Verduras,Chile costeño,4,pieza,64,54,17,0.9,0.1,3.9,0,0,0.1,0,,1.1,7,135.5,12.4,11.3,1.8,182.8,3.8,,0,,
chile-cristalino,Verduras,Chile cristalino,4,pieza,64,54,20,0.9,0.1,3.9,0,0,0.1,0,,1.1,3.5,135.5,12.4,11.3,1.8,182.8,3.8,,0,,
chile-cuaresmeno,Verduras,Chile cuaresmeño,2,pieza,60,50,16,0.8,0.2,3.7,0,0,0.1,0,,0.5,4.5,89.7,11.6,20.2,2,171.4,3.5,,0,,
chile-de-arbol-seco,Verduras,Chile de arbol seco,4,pieza,8,7,21,0.9,0.4,4.3,0,0,0,0,,2.1,70.9,3.7,0,9.5,0.3,0,0,,0,,
chile-en-escabache,Verduras,Chile en escabache,150,gramos,150,150,23,0.5,1,6.5,0,0,0,0,0,3.5,0,0,,0,0,,1434.9,,0,,
chile-guajillo,Verduras,Chile guajillo,7,gramos,7,7,21,0.8,0.6,4,0,0,0,0,0,0.6,230.1,7,,9.8,0.7,,0,,0,,
chile-habanero,Verduras,Chile habanero,5,pieza,80,67,25,1.5,0.5,3.6,0.1,0,0.3,0,,1.1,19.8,63.2,15.5,12.1,1.6,28.5,4.7,,0,,
chile-jalapeno,Verduras,Chile jalapeño,6,pieza,90,78,23,1.1,0.5,4.6,0,0,0.2,0,,2.2,31.3,34.7,36.8,7.8,0.5,168.3,0.8,24.3,0,,
chile-morita,Verduras,Chile morita,7,gramos,7,7,24,0.9,0.4,4,0,0,0,0,0,0.7,29.3,5.5,,10.5,0.5,,0,,0,,
chile-mulato,Verduras,Chile mulato,8,gramos,8,8,24,0.8,0.4,5.2,0,0,0,0,0,0.8,227.5,8.6,,7.4,1,,0,,0,,
chile-nacho-lata,Verduras,Chile nacho (lata),92,gramos,92,92,19,0.3,0.9,4,0,0,0,0,0,1.5,0,0,,0,0,,975.2,,0,,
chile-pasilla,Verduras,Chile pasilla,7,gramos,7,7,27,0.9,0.7,4.1,0,0,0,0,0,0.6,157.6,4.8,,10.8,0.4,,0,,0,,
chile-poblano,Verduras,Chile poblano,0.5,pieza,40,32,15,0.8,0.2,3.3,0,0,0.1,0,,0.1,5.1,116.5,7.4,9.6,1.1,108.8,2.2,,0,,
chile-serrano,Verduras,Chile serrano,56,gramos,56,56,22,0.9,0.3,4,0,0,0.1,0,0,0.8,17.1,36.4,,6.7,0.2,,3.9,,0,,
chiles-en-vinagre,Verduras,Chiles en vinagre,150,gramos,150,150,23,0.5,1,6.5,0,0,0,0,0,3.5,0,0,,0,0,,1434.9,,0,,
chiles-secos,Verduras,Chiles secos,1,pieza,10,7,23,0.8,0.7,4.3,0,0,0,0,,0,124.6,5.2,0,6.4,0.4,0,0,,0,,
cilantro-picado-crudo,Verduras,Cilantro picado crudo,2,taza,120,120,28,2.6,0.6,4.4,0,0.3,0,0,,3.4,404.4,32.4,74.4,80.4,2.1,625.2,55.2,57.6,0,,
clavito-hongo-crudo,Verduras,Clavito (hongo) crudo,1,taza,75,71,28,4.3,0.4,3.8,0,0,0,0,,1.1,0,3.8,0,7.8,1.5,0,0,45.6,0,,
col-cocida-picada,Verduras,Col cocida picada,0.5,taza,75,75,17,1,0,4.1,0,0,0.1,0,,1.4,3,28.1,22.5,36,0.1,147,6,24.8,0,,
col-cruda-picada,Verduras,Col cruda picada,2,taza,140,112,27,1.4,0.2,6,0,0,0.2,0,,2.6,6.7,47,63.8,52.6,0.6,275.2,20.2,25.6,0,,
col-morada-cruda-pciada,Verduras,Col morada cruda pciada,1,taza,70,56,17,0.8,0.1,4.1,0,0,0,0,,1.2,31.4,31.9,10.1,25.2,0.4,136.1,15.1,16.8,0,,
colecita-de-brucelas-cocida,Verduras,Colecita de Brucelas cocida,3,pieza,63,63,23,1.6,0.3,4.5,0.1,0,0.2,0,,1.6,24.6,39.1,37.8,22.6,0.8,199.5,13.2,35.3,0,,
coliflor-cocida,Verduras,Coliflor cocida,1,taza,125,125,28,2.3,0.6,5.1,0,0,0.2,0,,2.9,1.3,55.4,55,20.2,0.4,177.4,18.8,40,0,,
coliflor-cruda,Verduras,Coliflor cruda,2,taza,200,80,20,1.6,0.1,4.2,0,0,0,0,,2,0.8,37.1,45.6,17.6,0.4,242.4,24,35.2,0,,
coliflor-verde-cocida,Verduras,Coliflor verde cocida,0.5,taza,68,68,22,2.1,0.2,4.2,0,0,0.1,0,,2.2,4.7,49,27.7,21.8,0.5,187.7,15.2,38.5,0,,
coliflor-verde-cruda,Verduras,Coliflor verde cruda,2,taza,128,78,24,2.3,0.2,4.8,0,0,0.1,0,,2.5,6.2,68.8,44.5,25.8,0.6,234.2,18,48.4,0,,
colinabo-crudo,Verduras,Colinabo crudo,0.5,pieza,85,62,20,1.1,0.1,3.8,0,0,0,0,,1.3,0.3,38.5,,14.9,0.2,217.2,12.4,,0,,
corazon-de-alcachofa-crudo,Verduras,Corazón de alcachofa crudo,1,pieza,25,25,16,0.6,0,4.1,0,0,0,0,,0.3,3,1.5,18.5,8,0.2,84.8,20,0,0,,
corazon-de-lechuga-crudo,Verduras,Corazón de lechuga crudo,1,pieza,130,124,12,1.2,0,4.4,0,0,0,0,,1.9,43.2,6.2,67.9,24.7,0.6,197.6,12.4,24.7,0,,
corazon-de-palmito-crudo,Verduras,Corazón de palmito crudo,3,pieza,99,99,27,2.4,0.6,4.5,0,0,0.3,0,,2.4,0,9,39,57,3.1,174,423,63,0,,
creson-cocido,Verduras,Cresón cocido,1,taza,135,135,31,2.6,0.8,5.2,0,0.2,0.2,0,,1,313.2,31.1,50,82.4,1.1,476.6,10.8,64.8,0,,
creson-limpio-crudo,Verduras,Cresón limpio crudo,2,taza,100,100,32,2.8,0.8,5.6,0,0.4,0.4,0,,1.2,346,69,80,81,1.3,606,14,76,0,,
crucetras-crudas,Verduras,Crucetras crudas,1,taza,149,116,21,1.3,0.2,4.3,0,0,0,0,,0.8,25.6,27.9,0,90.7,6.7,0,0,0,0,,
cuitlacoche-cocido,Verduras,Cuitlacoche cocido,0.33,taza,66,66,20,0.8,0.1,4.1,0,0,0,0,,1.2,0,2.6,,0.1,0.3,,0,2.4,0,,
echalot,Verduras,Echalot,1,pieza,40,34,25,0.9,0,5.8,0,0,0,0,,,20.6,2.8,11.7,12.7,0.4,114.9,4.1,20.6,0,,
edamame,Verduras,Edamame,0.14,taza,27,27,29,3,1.3,2.1,0,0,0,0,0.7,1.3,0,2.6,,16.2,0.6,,1.6,,0,,
ejotes-cocidos-picados,Verduras,Ejotes cocidos picados,0.5,taza,63,63,22,1.2,0.2,4.9,0,0,0.1,0,,2,21.9,6.1,20.6,27.5,0.4,91.3,0.6,18.1,0,,
elotitos-de-cambray,Verduras,Elotitos de cambray,8,pieza,64,64,26,2.1,0,4.3,0,0,0,0,,1.8,14,3.9,29.7,1.6,0.4,159.2,138.2,65.6,0,,
endivia-cruda,Verduras,Endivia cruda,3,taza,150,129,22,1.6,0.3,4.3,0.1,0,0.1,0,,4,139.3,8.4,183.2,67.1,1.1,405.1,28.4,36.1,0,,
esparragos,Verduras,Espárragos,6,pieza,90,90,22,2.3,0.3,3.8,0.1,0,0.1,0,,2.8,49,10,131,18,0.7,144,10,49,0,,
espinaca-cocida,Verduras,Espinaca cocida,0.5,taza,90,90,21,2.7,0.2,3.4,0,0,0.1,0,,3.2,471.6,8.8,131,122,3.2,419,63,50,0,,
espinaca-cruda,Verduras,Espinaca cruda,2,taza,120,120,28,3.4,0.4,4.4,0.1,0,0.2,0,,2.6,562.8,33.7,232.8,118,3.3,669.6,94.3,58.8,0,,
flor-de-calabaza-cocida,Verduras,Flor de calabaza cocida,1,taza,134,134,20,1.4,0.2,4.4,0,0,0,0,,1.2,116.6,6,54,50,1.2,142,8,46,0,,
flor-de-calabaza-cruda,Verduras,Flor de calabaza cruda,4,taza,132,132,20,1.2,0,4.4,0,0,0,0,,,128,36,76,52,0.9,228,6.6,64.7,0,,
flor-de-colorin-cocida,Verduras,Flor de colorín cocida,0.5,taza,40,40,24,1.8,0.1,4,0,0,0,0,,1,2.6,14.8,,43.2,1,,,,0,,
flor-de-colorin-cruda,Verduras,Flor de colorín cruda,1,taza,40,40,24,1.8,0.1,4,0,0,0,0,,1,2.6,14.8,,43.2,1,,,,0,,
flor-de-garambullo-cruda,Verduras,Flor de garambullo cruda,1.5,taza,60,60,23,0.5,0.1,4.9,0,0,0,0,,0.5,12.6,24,,55.2,2.6,,,,0,,
flor-de-maguey-cruda,Verduras,Flor de maguey cruda,1.5,taza,60,60,21,0.5,0.1,4.4,0,0,0,0,,0.4,14.4,35.4,,68.4,0.5,,,,0,,
flor-de-yuca-cruda,Verduras,Flor de yuca cruda,1.5,taza,50,50,19,1.3,0.2,3,0,0,0,0,,0.3,0.5,135.1,,47,0.3,,,0.4,0,,
germen-de-alfalfa-crudo,Verduras,Germen de alfalfa crudo,3,taza,99,99,23,4,0.7,2.1,0.1,0.1,0.4,0,,1.9,7.9,8.1,35.6,31.7,1,78,6,69,0,,
germen-de-lenteja-crudo,Verduras,Germen de lenteja crudo,0.25,taza,19,19,20,1.7,0.1,4.3,0,0,0,0,,,0.4,3.2,19.3,4.8,0.6,62,2.1,33.3,0,,
germen-de-soya-cocido,Verduras,Germen de soya cocido,0.33,taza,31,31,25,2.7,1.4,2.1,0.2,0.3,0.8,0,,0.3,0.6,2.6,25.1,18.5,0.4,111.3,3.1,42.3,0,,
germinado-de-lenteja,Verduras,Germinado de lenteja,0.5,taza,17,17,17,1.5,0.1,3.7,0,0,0,0,0,0,0.3,2.7,,4.1,0.5,,1.8,,0,,
haba-verde,Verduras,Haba verde,4,pieza,32,32,23,1.8,0.2,3.7,0,0,0,0,55,1.3,5.8,10.6,30.7,7,0.6,80,16,30.4,0,2,
hoja-de-nori-alga,Verduras,Hoja de Nori (alga),10,gramos,10,10,20,4,0,4,0,0,0,0,0,4,0,12,,40,0.7,,12,,0,,
hojas-de-amaranto-cocidas,Verduras,Hojas de amaranto cocidas,0.5,taza,90,90,19,1.9,0.2,3.7,0,0,0,0,,,125.1,37,51.3,188.1,2,576.9,18.9,64.8,0,,
hojas-de-amaranto-crudas,Verduras,Hojas de amaranto crudas,1.5,taza,90,90,21,2.2,0.3,3.6,0,0,0,0,,,131.4,39,76.5,193.5,2.1,549.9,18,45,0,,
hojas-de-chicoria-crudas,Verduras,Hojas de chicoria crudas,2.5,taza,118,118,24,1.4,0.2,4,0.1,0,0.1,0,,1.1,120.4,8.2,166.9,61.1,0.9,369,25.9,32.9,0,,
hojas-de-diente-de-leon,Verduras,Hojas de diente de león,2,taza,40,36,19,1,0.3,3.3,0,0,0,0,,0.6,39.2,12.6,,67.3,1.1,142.9,27.4,23.8,0,,
hojas-de-parra,Verduras,Hojas de parra,23,gramos,23,23,21,1.3,0.5,4,0,0,0,0,1.4,2.5,316.5,2.6,,83.5,0.6,,2.1,,0,,
hojas-de-pata-de-aploma,Verduras,Hojas de pata de aploma,0.25,taza,25,21,17,0.7,0.3,3.5,0,0,0,0,,0.4,18.2,9.2,,12.9,1.3,,,,0,,
hojas-de-remolacha-crudas,Verduras,"Hojas de remolacha, crudas",2,hojas,64,64,14,1.4,0.1,2.8,0,0,0,0,,2.4,202.2,19.2,9.6,74.9,1.6,487.7,144.6,26.2,0,,
hohas-de-remolacha-hervidas,Verduras,"Hohas de remolacha, hervidas",0.5,taza,72,72,19,1.9,0.1,3.9,0,0,0,0,,2.1,603.4,17.9,10.1,82.1,1.4,654.5,173.5,29.5,0,,
hongo-portobello-crudo,Verduras,Hongo portobello crudo,1,pieza,84,81,21,2,0.2,4.1,0,0,0.1,0,,1.2,0,0,17.9,6.5,0.5,394.4,4.9,105.9,0,,
hongo-shiitake-deshidratado,Verduras,Hongo shiitake deshidratado,1,pieza,4,4,11,0.3,0,2.7,0,0,0,0,,0.4,0,0.1,5.9,0.4,0.1,55.2,0.5,10.6,0,,
hongos-crudos,Verduras,Hongos crudos,1,taza,70,63,17,2,0.3,2.8,0,0,0.1,0,,1.6,0,1.9,13.2,12,2.7,233.1,2.5,0,0,,
huauzontle,Verduras,Huauzontle,0.5,taza,40,40,24,1.8,0.3,4.8,0,0,0,0,,1.1,50.4,18,,65.2,2.4,,,3.5,0,,
huitlacoche-cocido,Verduras,Huitlacoche cocido,0.33,taza,66,66,20,0.8,0.1,4.1,0,0,0,0,,1.2,0,2.6,,0.1,0.3,107.5,0,2.4,0,,
ibes-frescos,Verduras,Ibes frescos,0.25,taza,31,17,23,1.8,0.1,3.8,0,0,0,0,,0.5,7.5,2.8,,7.6,0.3,111.7,0.3,4.1,0,,
jicama-picada,Verduras,Jícama picada,0.5,taza,60,60,23,0.4,0.1,5.3,0,0,0,0,,2.9,0.6,12.1,7.2,7.2,0.4,90,24,10.8,0,,
jitomate,Verduras,Jitomate,1,pieza,123,116,21,1,2,4.5,0.1,0.1,0.2,0,,1.4,48.6,14.7,17.3,11.6,0.3,274,5.8,28.2,0,,
jitomate-bola,Verduras,Jitomate bola,1,pieza,123,108,19,1,0.2,4.2,0.1,0.1,0.2,0,,1.3,45.5,13.7,16.2,10.8,0.3,256.5,5.4,26.4,0,,
jitomate-cereza,Verduras,Jitomate cereza,4,pieza,100,95,17,0.8,2,3.7,0.1,0.1,0.2,0,,1.1,39.9,12.1,14.3,9.5,0.3,2252,4.8,23.2,0,,
jitomate-deshidratado,Verduras,Jitomate deshidratado,5,pieza,10,10,23,1.5,0.5,4.3,0,0,0,0,,2,5,5,0,12.5,0.5,0,12.5,0,0,,
jitomate-guaje-o-sladet,Verduras,Jitomate guaje o sladet,2,pieza,130,124,22,1.1,0.2,4.8,0.1,0.1,0.2,0,,1.5,51.9,15.7,18.5,12.4,0.3,292.7,6.2,30.1,0,,
jitomato-verde,Verduras,Jitomato verde,1,pieza,123,123,28,1.5,0.2,6.3,0,0,0.1,0,,1.4,39.4,29,11,16,0.6,251,16,34,0,,
jitomatillo-militomate,Verduras,Jitomatillo (militomate),3,pieza,75,65,23,1,0.1,4.6,0,0,0,0,,1,161.3,54.8,5.8,38.1,3.9,133.5,5.2,25.2,0,,
jugo-de-tomate,Verduras,Jugo de tomate,0.5,taza,122,122,21,0.9,0.1,5.1,0,0,0,0,,0.5,27.9,22.2,24.3,12.2,0.5,278.2,326.8,21.9,0,,
jugo-de-verduras,Verduras,Jugo de verduras,0.5,taza,121,121,23,0.8,0.1,5.5,0,0,0,0,,1,94.4,33.5,25.4,13.3,0.5,233.5,326.7,20.6,0,,
jugo-de-zanahorias,Verduras,Jugo de zanahorias,0.25,taza,59,59,24,0.6,0.1,5.5,0,0,0,0,,0.5,564,5,2.4,14.1,0.3,172.2,17,24.7,0,,
kale,Verduras,Kale,0.66,taza,46,46,22,2,0.4,4,0,0.4,0.2,0,1,1.6,228.6,54.9,,68.6,0.7,,17.4,,0,,
lechuga,Verduras,Lechuga,3,taza,141,135,23,1.7,0.4,4.5,0,0,0,0,,2.8,392.5,32.5,184.1,44.7,1.3,334.3,10.8,40.6,0,,
lechuga-francesa,Verduras,lechuga francesa,2,taza,140,140,24,1.7,0.4,4.6,0,0,0,0,0,2.9,406,33.6,,46.2,1.4,,11.2,,0,,
lechuga-italiana,Verduras,Lechuga italiana,2,taza,140,140,24,1.7,0.4,4.6,0,0,0,0,0,2.9,406,33.6,,46.2,1.4,,11.2,,0,,
lechuga-larga,Verduras,Lechuga larga,2,taza,140,140,24,1.7,0.4,4.6,0,0,0,0,0,2.9,406,33.6,,46.2,1.4,,11.2,,0,,
lechuga-orejona,Verduras,Lechuga orejona,1.5,taza,105,105,26,1.5,0.3,4.3,0,0,0,0,1.1,2.1,23.1,6.3,,26.3,0.6,,9.5,,0,,
lechuga-romana,Verduras,Lechuga romana,2,taza,140,140,20,1.3,0.2,4.2,0,0,0,0,1.4,2.8,35,3.9,,22.4,0.6,,15.4,,0,,
lechuga-sangria,Verduras,Lechuga sangría,2,taza,140,140,24,1.7,0.4,4.6,0,0,0,0,0,2.9,406,33.6,,46.2,1.4,,11.2,,0,,
lengua-de-vaca,Verduras,Lengua de vaca,110,gramos,110,99,27,2,0.7,3.2,0,0,0,0,,0.8,198,47.5,,43.6,2.4,386.1,4,68.3,0,,
lenteja-germinada-cocida,Verduras,Lenteja germinada cocida,0.25,taza,19,19,19,1.7,0.1,4.1,0,0,0,0,,,0.4,2.4,12.9,2.7,0.6,54.7,1.9,29.5,0,,
malva,Verduras,Malva,70,gramos,70,60,24,2.9,0.4,2.3,0,0,0,0,,0.5,178.5,20.8,,147,1.2,,,11.9,0,,
mezcla-de-verduras-congeladas-cocidas-sin-sal,Verduras,"Mezcla de verduras congeladas, cocidas sin sal",0.5,taza,46,46,30,1.3,0.1,4.6,0,0,0,0,,2,97.4,1.5,8.6,11.4,0.4,76.9,15.9,232,0,,
morillas-dshidratadas,Verduras,Morillas dshidratadas,10,gramos,10,10,27,3.2,0.4,4.4,0,0,0,0,,2.5,0,3,21,1.9,4.3,370,0.4,,0,,
morillas-frescas,Verduras,Morillas frescas,100,gramos,100,85,23,2.7,0.3,3.7,0.1,0,0.1,0,,2.1,0,2.6,17.9,16.2,3.7,314.5,3.4,,0,,
nabo-cocido,Verduras,Nabo cocido,150,gramos,150,99,22,0.7,0.1,5,0,0,0,0,,2,0,11.5,8.9,32.7,0.2,175.2,15.8,25.7,0,,
nopal-cocido,Verduras,Nopal cocido,1,taza,149,149,22,2,0.1,4.9,0,0,0,0,,3,32.8,7.9,4.5,244,0.7,291,30,24,0,,
nopal-crudo,Verduras,Nopal crudo,2,pieza,140,134,22,1.8,0.1,4.5,0,0,0.1,0,,3.2,30.9,12.5,4,220,0.8,345.4,28.2,21.5,0,,
nopal-crudo-de-cambray,Verduras,Nopal crudo de cambray,4,pieza,100,100,27,1.7,0.3,2.9,0,0,0,0,,3.5,0,0,0,0,0,0,0,0,0,,
palmito-enlatado,Verduras,"Palmito, enlatado",1,pieza,33,33,30,0.8,0.2,1.5,0,0,0,0,,0.8,0,2.6,12.9,19.1,1,58.4,140.6,21.5,0,,
papaloquelite-crudo,Verduras,Papaloquelite crudo,2,taza,120,108,24,1.9,0.3,3.1,0,0,0,0,,1,69.7,20.5,,389,2.6,,,18.4,0,,
papilla-de-verduras-miztas,Verduras,Papilla de verduras miztas,0.33,frasco,43,43,19,0.5,0,4.1,0,0,0,0,,0.6,58.3,1.3,3.4,9.4,0.1,51.9,3.4,,0,,
pasta-de-tomate,Verduras,Pasta de tomate,2,cda,30,30,25,1.3,0.1,5.7,0,0,0,0,3.7,1.2,22.8,6.6,,10.8,0.9,,17.7,,0,,
pepinillos-crudos,Verduras,Pepinillos crudos,0.33,taza,80,80,23,1.1,1,3.3,0,0,0,0,,0,0,0,0,25.3,2.1,0,70,42,0,,
pepinillos-dulces,Verduras,Pepinillos dulces,1,cda,15,15,20,0.1,0.1,5.3,0,0,0,0,,0.2,2,0,0,0,0.1,4,122,2,0,,
pepino-con-cascara-rebanado,Verduras,Pepino con cáscara rebanado,1,taza,104,104,16,0.7,0.1,3.8,0,0,0,0,,0.5,5.2,2.9,7.3,16.6,0.3,152.9,2,25,0,,
perejil-crudo-picado,Verduras,Perejil crudo picado,1,taza,60,60,22,1.8,0.5,3.8,0,0.2,0,0,,2,252.6,80,91.2,82.8,3.7,332.4,33.6,34.8,0,,
pimiento-amarillo-crudo-chico,Verduras,Pimiento amarillo crudo chico,1,pieza,75,64,17,0.7,0.1,4,0,0,0.1,0,,0.6,6.4,1169,16.6,6.9,0.3,135,1.4,15.4,0,,
pimiento-cocido,Verduras,Pimiento cocido,0.5,taza,68,68,19,0.6,0.1,4.6,0,0,1,0,,0.8,9.5,51,11,6,0.3,113,1,12,0,,
pimiento-fresco,Verduras,Pimiento fresco,1,taza,60,60,17,0.5,0.1,3.8,0,0,0.1,0,,1.1,10.8,54,13.2,60,0.3,106.8,1.2,12,0,,
pimiento-morron-lata-drenada,Verduras,Pimiento morrón (lata drenada),1,lata,150,150,27,1.2,0.5,5.9,0.1,0,0.2,0,0,1.8,39,69.8,,61.5,1.2,,53,,0,,
pimiento-rojo-crudo-chico,Verduras,Pimiento rojo crudo chico,1,pieza,75,64,17,0.7,0.1,4,0,0,0,0,,0.6,10,81.4,29.3,4.5,0.3,134.5,2.6,16.6,0,,
pimiento-verde-crudo-chico,Verduras,Pimiento verde crudo chico,1,pieza,75,64,17,0.7,0.1,4,0,0,0,0,,0.6,11.5,51.3,6.4,6.4,0.2,111.6,1.9,12.8,0,,
poro-crudo,Verduras,Poro crudo,0.25,taza,40,32,21,0.5,0.1,4.5,0,0,0,0,,1.2,26.6,3.5,20.5,18.9,0.7,57.6,6.4,,0,,
puerro-crudo,Verduras,Puerro crudo,0.25,pieza,22,22,14,0.3,0.1,3.2,0,0,0,0,,0.9,18.5,2.7,14.2,13.1,0.5,40.1,4.5,,0,,
puerro-hervido-sin-sal,Verduras,Puerro hervido sin sal,0.5,pieza,62,62,19,0.5,0.1,4.7,0,0,0,0,,0.6,25.4,2.6,14.9,18.6,0.7,53.9,6.2,,0,,
pure-de-jitomate,Verduras,Puré de jitomate,0.33,taza,73,73,23,1.2,0.2,5.3,0,0,0.1,0,3.2,1.4,8,6.7,,24.7,0.9,,135,,0,,
pure-de-tomate-enlatado,Verduras,Puré de tomate enlatado,0.25,taza,63,63,24,1,0.1,5.6,0,0,0.1,0,,1.5,16.3,6.6,6.9,11.3,1.1,274.4,17.5,25,0,,
quelite-crudo,Verduras,Quelite crudo,80,gramos,80,66,26,3.1,0.3,2.6,0,0,0.1,0,,0.8,213.2,26.2,,98.4,2.4,400.8,13.1,,0,,
rabano-crudo-rebanado,Verduras,Rábano crudo rebanado,1,taza,116,104,17,0.7,0.1,3.5,0,0,0,0,,1.7,0,15.5,26.1,26.1,0.4,243.3,40.7,20.9,0,,
romeritos-crudos,Verduras,Romeritos crudos,120,gramos,120,72,26,2.6,0.1,3.5,0,0,0,0,,0.7,112,2.9,,29.5,1.8,,,,0,,
salsa-de-chile,Verduras,Salsa de chile,0.5,taza,115,115,28,1.2,0.2,5.2,0,0,0.1,0,,2.8,4.6,2.3,0,20.7,0.6,234.6,15,0,0,,
salsifi,Verduras,Salsifí,35,gramos,35,23,18,0.3,0,4,0,0,0,0,,0.4,0,1.8,,12.5,0.2,86.5,4.6,11.4,0,,
semilla-de-guaje-verde,Verduras,Semilla de guaje verde,65,gramos,65,29,28,2.5,0.2,4,0,0,0,0,,0.5,2.3,11.7,,46.2,1.1,,,,0,,
setas-cocidas,Verduras,Setas cocidas,0.5,taza,78,78,21,2.5,0.3,3.4,0,0,0,0,,2,0,,,,,,,,0,,
setas-crudas,Verduras,Setas crudas,100,gramos,100,85,23,2.7,0.3,3.7,0.1,0,0.1,0,,2.1,0,2.6,17.9,16.2,3.7,314.5,3.4,,0,,
tomate-verde,Verduras,Tomate verde,5,pieza,100,86,21,0.9,0.2,3.9,0,0,0.1,0,,2.1,1.7,1.7,,15.5,0.4,175.4,11.2,,0,,
tomalitos-tomiles,Verduras,Tomalitos (tomiles),75,gramos,75,65,26,2.3,0.1,4.1,0,0,0,0,,0.8,112.6,29.7,,249,4.5,131.6,8.4,20.6,0,,
trigo-germinado,Verduras,Trigo germinado,0.14,taza,10,10,19,0.7,0.1,4.1,0,0,0.1,0,0,0.1,0,0.3,,2.7,0.2,,1.6,,0,,
verdolaga-cocida,Verduras,Verdolaga cocida,1,taza,115,115,21,1.7,0.2,4.1,0,0,0,0,,0.9,107,12.1,10.4,89.2,0.9,561.1,51.6,41.6,0,,
verdolaga-cruda-limpia,Verduras,Verdolaga cruda limpia,2,taza,192,192,31,2.5,0.2,6.6,0,0,0,0,,1.5,126.7,40.3,23,124,3.8,948.5,86.4,84.5,0,,
verdura-mezcla-congelada-cocida-sin-sal,Verduras,"Verdura (mezcla) congelada, cocida sin sal",0.5,taza,46,46,30,1.3,0.1,4.6,0,0,0,0,,2,97.4,1.5,8.6,11.4,0.4,76.9,15.9,23.2,0,,
verduras-de-lata,Verduras,Verduras de lata,0.28,taza,56,56,20,0.8,0,4,0,0,0.1,0,0,2.1,0,2.1,,11.8,0.4,,125.8,,0,,
xoconostle,Verduras,Xoconostle,3,pieza,102,71,18,0.1,0.3,3.7,0,0,0,0,,1.6,1.4,15.7,,90,0.2,,,29.3,0,,
yemitas-hongo-crudas,Verduras,Yemitas (hongo) crudas,2,taza,160,160,27,4.8,1.7,6.4,0,0,0,0,,3.6,0,6.1,,28.8,6,,,76.8,0,,
yerbamora-cruda,Verduras,Yerbamora cruda,50,gramos,50,41,21,2,0.3,3.6,0,0,0,0,,0.6,13.9,49.2,,113.2,3.7,,,,0,,
zanahoria-baby-miniatura-cruda,Verduras,Zanahoria baby (miniatura) cruda,4,pieza,60,60,21,0.4,0.1,4.9,0,0,0,0,47,1.7,414,1.6,16.2,19.2,0.5,142.2,46.8,16.8,0,2,
zanahoria-picada-cruda,Verduras,Zanahoria picada cruda,0.5,taza,64,64,26,0.6,0.2,4.3,0,0,0,0,47,1.8,5344,3.8,12.2,21.1,0.2,204.8,44.2,22.4,0,2,
zanahoria-rallada-cruda,Verduras,Zanahoria rallada cruda,0.5,taza,55,55,23,0.5,0.1,4.1,0,0,0,0,47,1.5,459.3,3.2,10.5,18.2,0.2,176,38,19.3,0,2,
acai,Frutas,Acaí,4,cda,24,24,74,1.2,5.5,14.6,1.2,0,0,0,0.1,9.4,,,,,,,,,0,,
agua-de-coco,Frutas,Agua de coco,1.5,taza,360,360,65,1.1,0.7,16.9,0,0,0,0,,0,,7.2,,64.8,4.3,529.2,90,,0,,
albaricoque-en-almibar,Frutas,Albaricoque en almíbar,0.25,taza,65,65,54,0.4,0.1,13.8,0,0,0,0,12,1.8,94.3,2,1.3,,0.2,92.3,2.5,,0,,
albaricoque-en-mitades-enlatados-en-jugo,Frutas,Albaricoque en mitades enlatados en jugo,0.5,taza,12,12,59,0.8,0.1,15.1,0,0,0,0,13.1,2,103.5,6,2.5,,0.4,201.5,5,,0,,
albaricoque-en-mitades-enlatados-en-agua,Frutas,Albaricoque en mitades enlatados en agua,1,taza,227,227,61,1.6,0.4,14.5,0,0.2,0.1,0,10.9,3.6,167,7,5.1,,0.7,349,7,,0,,
anona,Frutas,Anona,130,gramos,130,59,59,1,0.4,14.7,0,0,0,0,,2,,5.3,,17.6,0.4,223.5,2.3,,0,,
