food_id,medida_nombre,porcion_default,gramos_por_medida
chocolate-blanco,gramos,15,1.0
chocolate-blanco-sin-azucar,gramos,19,1.0
chocolate-carlos-v,pieza,1,18.0
chocolate-carlos-v-semiamargo,pieza,1,20.0
chocolate-con-arroz-tostado,barra,0.3,43.33
chocolate-con-almendras,barra,0.3,50.0
chocolate-con-azucar,gramos,15,1.0
chocolate-con-galleta-y-caramelo,barra,0.5,30.0
chocolate-con-leche,gramos,15,1.0
chocolate-con-leche-con-menos-del-10-proteinas,gramos,14,1.0
chocolate-con-leche-y-almendras-sin-azucar,gramos,15,1.0
chocolate-con-nugat,pieza,0.33,57.58
chocolate-con-nugat-y-cacahuate,pieza,0.33,57.58
chocolate-conejo-turin,pieza,1,20.0
chocolate-crunch,pieza,0.5,40.0
chocolate-de-coco-y-almendra,pieza,0.33,48.48
chocolate-de-leche,pieza,0.66,25.76
chocolate-de-menta,pieza,2,8.5
chocolate-en-polvo-con-mas-del-10-proteinas,gramos,15,1.0
chocolate-en-polvo-con-menos-del-10-proteinas,gramos,12,1.0
chocolate-en-polvo-diconsa,gramos,25,1.0
chocolate-en-polvo-sin-azucar-2,cucharadita,3,5.0
chocolate-ferrero-rocher,pieza,1.5,12.67
chocolate-fundido,cucharada,0.75,18.67
chocolate-kinder-delice,pieza,0.5,40.0
chocolate-kit-kat,pieza,0.5,42.0
chocolate-larin-almedra,pieza,0.75,24.0
chocolate-larin-avellana,pieza,0.75,24.0
chocolate-m-m-minis,tubo,0.75,30.67
chocolate-milky-way,pieza,0.33,48.48
chocolate-milkyway-mini,pieza,2,8.5
chocolate-para-reposteria-sin-azucar,gramos,20,1.0
chocolate-rallado,cucharadita,5,3.4
chocolate-reese-s,pieza,1,20.0
chocolate-semi-amargo,gramos,17,1.0
chocolate-sin-azucar,gramos,15,1.0
chocolate-snickers,pieza,0.33,48.48
chocolate-suizo-de-la-rosa,pieza,0.75,20.0
chocolate-turin-conejo,pieza,1,20.0
chocolate-twix,pieza,0.75,25.33
chocomentas,gramos,18,1.0
chocoretas,gramos,18,1.0
cocada-2,pieza,0.75,28.0
crema-en-polvo-para-cafe,cucharadita,9,2.0
crunch,pieza,0.5,40.0
cubierta-de-chocolate-con-nuez,cucharadita,3,6.0
cubierta-de-queso-crema-para-pasteles,cucharadita,3,6.0
duvalin,pieza,1,15.0
duvalin-de-fresa,pieza,1,15.0
flan-casero,taza,0.2,305.0
flan-de-caja-preparado-con-leche-descremada,taza,0.2,305.0
flan-de-caja-preparad-con-leche-entera,taza,0.2,305.0
freskas,gramos,18,1.0
glorias,pieza,0.5,28.0
harina-de-coco,cucharada,1.5,10.0
jamoncillo,pieza,0.5,36.0
jarabe-de-coco,cucharada,5,17.0
kinder-delice-2,paquete,0.5,42.0
kisses-de-chocolate,pieza,4,4.5
kranky,paquete,0.33,45.45
larin-de-nuez,pieza,0.75,24.0
lunetas,paquete,0.33,48.48
m-m-mini,tubo,0.75,30.67
malvavisco-con-chocolat,pieza,0.5,28.0
mayonesa-baja-en-grasa,cucharada,2,14.0
mayonesa-light,cucharada,2,14.0
mazapan,pieza,0.75,25.33
menta-cubierta-con-chocolate,pieza,1.5,9.33
mole,cucharada,3,16.0
mole-de-pepita,cucharada,1,16.0
mole-poblano-en-pasta,cucharada,1,16.0
mole-poblano-preparado,cucharada,3,16.0
mousse-de-chocolate,taza,0.25,200.0
natilla-danette-sabor-chocolate,pieza,0.5,100.0
natilla-danette-sabor-vainilla,pieza,0.5,100.0
nutella-de-avellana,cucharada,1,15.0
palanqueta-de,pieza,0.33,45.45
paleta-helada-de-cafe-con-cubierta-de-chocolate-y-almendras,pieza,0.2,105.0
paleta-helada-de-chocolate-cubierta-con-chocolate,pieza,0.2,105.0
paleta-helada-de-cr-con-cafe-cubierta-de-chocolate-y-almendras,pieza,0.2,105.0
paleta-helada-de-vainilla-cubierta-con-chocolate,pieza,0.25,96.0
paleta-helada-de-vainilla-cubierta-con-chocolate-y-almendras,pieza,0.25,92.0
paleta-payaso,pieza,0.5,46.0
pipian,gramos,15,1.0
rompope-sin-alcohol,taza,0.25,256.0
salsa-de-cebollin,gramos,25,1.0
salsa-de-epazote,gramos,40,1.0
salsa-gravy-de-pollo,cucharada,9,20.0
achiote,cucharada,0.25,16.0
agar-agar,cucharada,0.5,6.0
agua,taza,1,240.0
agua-mineral,lata,1,355.0
ajo-en-polvo,cucharadita,0.5,4.0
albahaca-deshidratada,cucharadita,1.5,1.33
albahaca-molida,cucharadita,1.5,1.33
alcaparras,cucharada,2,8.5
alcaravea,cucharadita,0.5,2.0
alga-espirulina-en-polvo,cucharadita,0.25,4.0
anis,cucharadita,0.5,2.0
arugula,taza,1,12.0
aspartame,sobre,1,1.0
azafran,cucharadita,1,1.0
cafe-americano,taza,1,240.0
cafe-de-grano,cucharada,7,8.0
cafe-descafeinado,taza,1,240.0
cafe-descafeinado-preparado,taza,1,240.0
cafe-en-polvo,cucharada,0.5,2.0
cafe-en-polvo-descafeinado,cucharadita,1,2.0
cafe-express,taza,5.5,80.0
cafe-instantaneo,cucharadita,1,2.0
cafe-instantaneo-preparado,taza,1,240.0
cafe-instantaneo-descafeinado,cucharadita,1,2.0
cafe-molido,cucharada,1,4.0
cafe-o-te-sin-azucar,taza,1,240.0
cafe-sin-azucar,taza,1,240.0
caldo,taza,0.5,240.0
caldo-de-carne,taza,0.5,240.0
caldo-de-carne-concentrado,taza,0.25,248.0
caldo-de-pescado,taza,0.5,240.0
caldo-de-pollo,taza,0.5,240.0
caldo-de-pollo-concentrado,taza,0.2,250.0
caldo-de-pollo-enlatado,taza,0.2,250.0
caldo-de-res,taza,0.5,240.0
caldo-de-res-enlatado,taza,0.33,248.48
canela,cucharadita,1,2.0
canela-en-polvo,cucharadita,1,2.0
canela-en-raja,raja,0.2,10.0
canela-molida,cucharadita,1,2.0
cardamomo,cucharadita,1,2.0
cardamomo-molido,cucharadita,1,2.0
cascara-de-limon,cucharadita,5,2.0
cascara-de-naranja,cucharadita,2,2.0
cebolla-deshidratada,cucharadita,1,1.0
cebolla-en-polvo,cucharadita,0.5,2.0
cebollin,cucharadita,15,1.0
cebollin-deshidratado,cucharadita,30,0.4
cebollin-fresco,cucharadita,15,1.0
cebollin-liofilizado,cucharada,10,0.2
chicle-sin-azucar,pieza,1,3.0
chile-cascabel,gramos,3,1.0
chile-en-polvo,pieza,3,0.33
chile-piquin,pieza,3,0.33
chile-piquin-molido,cucharadita,0.5,4.0
chile-tajin,cucharadita,0.25,4.0
chocolate-para-reposteria-sin-azucar-2,gramos,2,1.0
clavo,cucharadita,1,2.0
clavo-de-olor,cucharadita,1,2.0
clavo-en-polvo,cucharadita,1,2.0
clavo-entero,gramos,2,1.0
clavo-molido,cucharadita,1,2.0
clight,sobre,3,1.33
coca-cola-de-dieta,lata,1,240.0
coca-cola-sin-azucar,lata,1,240.0
coca-light,lata,1,240.0
cocacola-de-dieta,lata,1,240.0
cocoa-en-polvo-con-aspartame,cucharada,0.25,12.0
cocoa-sin-azucar,cucharada,0.2,10.0
cocoa-sin-azucar-hershey,cucharada,0.2,10.0
comino,cucharadita,1,2.0
comino-entero,cucharadita,1,2.0
comino-molido,cucharadita,0.5,2.0
concentrado-de-pollo,gramos,3,1.0
consome,taza,0.25,240.0
consome-de-camaron-en-polvo,cucharada,0.3,13.33
consome-de-pescado,gramos,20,1.0
consome-de-pollo,taza,0.2,300.0
consome-de-pollo-bajo-en-grasa,cucharada,5,12.0
consome-de-pollo-desgrasado-en-polvo,cucharada,1,12.0
consome-de-pollo-en-cubo,pieza,0.33,6.06
consome-de-pollo-en-polvo,cucharada,0.33,12.12
consome-de-res,taza,0.5,240.0
consome-de-res-condensado,taza,0.25,240.0
consome-de-res-en-cubo,pieza,0.33,6.06
consome-de-res-en-polvo,cucharada,1,12.0
consone-de-res-enlata,taza,0.25,240.0
consome-en-polvo,cucharada,0.33,12.12
consome-sabor-tomate,gramos,2,1.0
cremor-tartaro,cucharadita,1,3.0
cubo-consome,pieza,0.25,24.0
curry,cucharadita,1,2.0
curry-en-polvo,cucharadita,1,2.0
decaf,cucharadita,1,2.0
diet-coke,taza,1,240.0
diet-sprite,taza,1,240.0
eneldo,cucharadita,5,1.6
eneldo-deshidratado,cucharadita,1,1.0
eneldo-en-semilla,cucharadita,1,2.0
especias-para-sazonar-aves,cucharadita,1,2.0
estragon,cucharadita,1,2.0
estragon-molido,cucharadita,1,2.0
estragon-seco,cucharadita,1,2.0
extracto-de-vainilla,cucharadita,1,5.0
flor-de-jamaica,taza,1,1.0
fruto-del-monje,cucharadita,0.5,2.0
gelatina-de-dieta,taza,0.25,240.0
gelatina-sin-azucar-preparada,taza,1,121.0
gengibre,cucharadita,3,2.0
gengibre-fresco,cucharadita,3,2.0
gengibre-molido-o-en-polvo,cucharadita,1,2.0
grenetina-sin-sabor,sobre,0.25,12.0
hierba-santa,pieza,0.5,6.0
hierbabuena,gramos,10,1.0
hierbas-de-olor,cucharadita,1,2.0
hierbas-finas,cucharadita,1,2.0
hierbas-molidas,cucharadita,1,2.0
hinojo,gramos,10,1.0
hoja-de-aguacate,pieza,1,3.0
hoja-santa,pieza,0.5,6.0
hojas-de-laurel,pieza,1,1.0
hojuelas-de-chile,cucharadita,0.25,4.0
jamaica,taza,1,1.0
jengibre,cucharadita,3,2.0
jengibre-fresco,cucharadita,3,2.0
jengibre-molido-o-en-polvo,cucharadita,1,2.0
jugo-maggy,cucharadita,0.25,4.0
kool-aid-en-polvo-sin-azucar,sobre,1,1.0
laurel,hoja,2,1.0
laurel-fresco,hoja,2,1.0
laurel-troceado,cucharadita,2,1.0
levadura-comprimida,sobre,0.5,18.0
levadura-en-polvo,sobre,0.25,8.0
levadura-fresca,gramos,2,1.0
levadura-seca,sobre,0.5,8.0
limon,pieza,0.5,68.0
limon-agrio,pieza,0.5,18.0
limon-sin-semilla,pieza,0.5,22.0
manzanilla-fresca,gramos,10,1.0
manzanilla-seca,bolsa,11,0.18
matcha-en-polvo,cucharadita,0.25,4.0
mejorana,cucharadita,1,1.0
menta,cucharadita,1,1.0
menta-fresca,cucharadita,1,1.0
menta-molida,cucharadita,1,2.0
monk-fruit,cucharadita,1,2.0
mostaza,cucharadita,1,5.0
mostaza-dijon,cucharadita,1,5.0
mostaza-en-polvo,cucharadita,1,3.0
nuez-moscada,cucharadita,1,2.0
nuez-moscada-molida,cucharadita,1,2.0
nutra-sweet,sobre,1,1.0
orange-crush-diet,lata,0.5,356.0
oregano,cucharadita,1,2.0
oregano-molido,cucharadita,1,2.0
oregano-troceado,cucharadita,1,2.0
paprika,cucharadita,1,2.0
pepsi-de-dieta,lata,1,355.0
pepsi-max,lata,1,355.0
perejil-deshidratado,cucharada,1,3.0
pimenton,cucharadita,1,2.0
pimienta,cucharadita,1,2.0
pimienta-blanca,cucharadita,1,2.0
pimienta-blanca-en-polvo,cucharadita,1,2.0
pimienta-blanca-molida,cucharadita,1,2.0
pimienta-con-limon,cucharadita,1,2.0
pimienta-de-cayena,cucharadita,1,2.0
pimienta-de-tabasco,cucharadita,1,2.0
pimienta-gorda,cucharadita,1,4.0
pimienta-molida,cucharadita,1,2.0
pimienta-negra,cucharadita,1,2.0
pimienta-negra-en-polvo,cucharadita,1,2.0
pimienta-negra-entera,cucharadita,1,4.0
pimienta-negra-molida,cucharadita,1,2.0
pimienta-roja,cucharadita,1,2.0
pimienta-verde,cucharadita,1,2.0
raiz-de-jengibre,cucharadita,1,2.0
raiz-fuerte,gramos,5,1.0
raja-de-canela,pieza,0.33,6.06
ralladura-de-limon,cucharadita,5,2.0
ralladura-de-naranja,cucharadita,5,2.0
red-bull-sugar-free,lata,0.5,250.0
refresco-de-dieta,lata,1,355.0
refresco-en-polvo-sin-azucar,sobre,1,1.0
romero,cucharadita,1,3.0
romero-deshidratado,cucharadita,1,2.0
romero-picado,cucharadita,0.5,4.0
sal,cucharadita,1,6.0
sal-de-ajo,cucharadita,1,5.0
sal-de-apio,cucharadita,1,5.0
sal-de-potasio,cucharadita,1,5.0
salsa-de-barbecue,cucharada,0.5,16.0
salsa-de-ostion,cucharadita,0.5,4.0
salsa-de-soya,cucharadita,1,5.0
salsa-habanera,cucharadita,f,
salsa-inglesa,cucharadita,0.5,16.0
salsa-maggy,cucharadita,0.25,4.0
salsa-tabasco,cucharadita,1,6.0
salsa-teriyaki-2,cucharadita,1,5.0
salsa-valentina,cucharadita,1,4.0
salvia,cucharadita,1,1.0
semilla-de-anis,cucharadita,1,2.0
semilla-de-apio,cucharadita,1,2.0
semilla-de-cardamomo,cucharadita,1,2.0
semilla-de-cilantro,cucharadita,1,2.0
semilla-de-eneldo,cucharadita,1,2.0
semilla-de-mostaza,cucharadita,0.5,4.0
sidral-de-dieta,lata,1,355.0
sidral-light,lata,1,355.0
splenda,cucharadita,1,2.0
squirt-de-dieta,lata,1,355.0
squirt-light,lata,1,355.0
stevia,cucharadita,1,2.0
te-chai,cucharadita,1,2.0
te-verde,cucharadita,1,2.0
tomillo,cucharadita,1,2.0
trident,pieza,1,5.0
vainilla,cucharadita,1,5.0
vainilla-en-trozo,raja,0.25,12.0
vinagre,cucharadita,1,5.0
vinagre-balsamico,cucharadita,1,5.0
vinagre-blanco,cucharadita,1,5.0
vinagre-de-cana,cucharadita,1,5.0
vinagre-de-fruta,cucharadita,1,5.0
vinagre-de-jerez,cucharadita,1,5.0
vinagre-de-manzana,cucharadita,1,5.0
vinagre-de-sidra,cucharadita,1,5.0
vinagre-de-vino,cucharadita,1,5.0
vinagre-de-yema,cucharadita,1,5.0
wasabe,cucharadita,0.25,4.0
aguardiente,ml,50,1.0
anis-dulce-o-seco,ml,55,1.0
brandy,ml,60,1.0
cerveza,lata,1,356.0
cerveza-light,lata,1.5,354.0
champana,copa,1,150.0
conac,ml,60,1.0
crema-de-menta,ml,40,1.0
ginebra,ml,55,1.0
licor-100-proof,ml,50,1.0
licor-80-proof,ml,60,1.0
licor-86-proof,ml,55,1.0
licor-90-proof,ml,55,1.0
licor-94-proof,ml,50,1.0
licor-de-almendras,ml,60,1.0
licor-de-cafe,ml,45,1.0
licor-de-cafe-con-crema,ml,45,1.0
licor-de-cafe-con-whiskey,ml,45,1.0
licor-de-naranja,ml,65,1.0
oporto,ml,90,1.0
pulque,tarro,1,330.0
rompope,ml,60,1.0
ron-blanco-o-anejo,ml,60,1.0
sidra,copa,2,150.0
tequila,ml,55,1.0
vermouth-seco,ml,60,1.0
vino-12-2-de-alcohol,copa,1,100.0
vino-blanco-dulce,copa,1,100.0
vino-blanco-seco,copa,2,100.0
vino-de-mesa,copa,2,100.0
vino-espumoso,copa,1,150.0
vino-rosado,copa,2,100.0
vino-tinto,copa,2,100.0
vodka,ml,60,1.0
whisky,ml,55,1.0
